Entity,Scenario,EntityScenario,Year,pcgdpgrowth
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,1995,4.146932465998498
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,1996,4.154482266036497
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,1997,4.158772533326005
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,1998,4.159478440543118
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,1999,4.156680793084067
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2000,4.150937532109955
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2001,4.141587415427073
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2002,4.128934999279399
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2003,4.113731841761625
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2004,4.095805057306379
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2005,4.075147319064842
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2006,4.052094413627216
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2007,4.0270652621194225
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2008,4.000345121427884
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2009,3.9724560341019233
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2010,3.9433028100555045
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2011,3.912933483591785
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2012,3.8816802775460957
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2013,3.849540868481993
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2014,3.816620370738022
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2015,3.7830550512728767
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2016,3.7487392758331683
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2017,3.711063107829915
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2018,3.67255771970576
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2019,3.633618042582887
Lower-middle income,Kuznets_Asymptoting 1990,Lower-middle income Kuznets Kuznets_Asymptoting 1990,2020,3.5943367745182364
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1990,NA
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1991,3.9680042973873286
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1992,3.938789350386096
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1993,3.908256945641364
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1994,3.876900338568867
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1995,3.8445995305784075
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1996,3.811605734828527
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1997,3.7780325603782083
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1998,3.7428943091283973
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,1999,3.7054408091661717
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2000,3.666696537711478
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2001,3.627729097660115
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2002,3.588472558566891
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2003,3.548819369985301
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2004,3.508767956625247
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2005,3.4684801385851394
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2006,3.4281296934693284
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2007,3.387764877630728
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2008,3.3473825363055543
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2009,3.306936420168549
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2010,3.26637540294783
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2011,3.2258643207629945
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2012,3.1859031274680483
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2013,3.146118170038381
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2014,3.105426536319067
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2015,3.0634951950978984
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2016,3.021234614727719
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2017,2.979282411437545
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2018,2.938099404728778
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2019,2.897863022819358
Upper-middle income,Kuznets_Asymptoting 1990,Upper-middle income Kuznets Kuznets_Asymptoting 1990,2020,2.860297364337594
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2000,NA
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2001,1.9470036231691967
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2002,1.9278479718278785
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2003,1.9091234075092611
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2004,1.8906430783174333
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2005,1.8722910112609181
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2006,1.854270515547496
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2007,1.8361382332844567
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2008,1.8178064091334711
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2009,1.8002235243417708
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2010,1.7834705813835061
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2011,1.76736984519259
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2012,1.7517050774993326
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2013,1.7365874780469692
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2014,1.7214993003484835
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2015,1.7067305074417671
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2016,1.6914783084049034
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2017,1.6761589338229577
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2018,1.6610663357985
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2019,1.6461965230048392
High income,Kuznets_Asymptoting 2000,High income Kuznets Kuznets_Asymptoting 2000,2020,1.6315455608754803
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2000,NA
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2001,2.9269575045654306
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2002,2.951239604565961
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2003,2.9776336530018184
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2004,3.0053252977693248
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2005,3.034589788392682
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2006,3.063051027991046
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2007,3.0919458310370254
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2008,3.1197851663645912
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2009,3.148972534618366
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2010,3.179822381015904
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2011,3.21264815860796
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2012,3.2480241589929877
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2013,3.2860734592073366
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2014,3.326591393360517
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2015,3.369657233887327
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2016,3.4142150552025408
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2017,3.459873355339221
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2018,3.5060212293490043
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2019,3.553798607913455
Low income,Kuznets_Asymptoting 2000,Low income Kuznets Kuznets_Asymptoting 2000,2020,3.6016871967686823
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2000,NA
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2001,4.039923858119954
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2002,4.043362570520537
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2003,4.044323274666306
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2004,4.042100015778027
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2005,4.036838815788801
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2006,4.029242994526672
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2007,4.0191102837204395
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2008,4.0063407903863535
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2009,3.9911590807256037
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2010,3.9739447657790583
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2011,3.9549064635194586
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2012,3.9345240745530363
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2013,3.9127956707266875
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2014,3.889622893675604
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2015,3.8653371025453964
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2016,3.8399600567143866
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2017,3.8135613686758996
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2018,3.786179325823702
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2019,3.7581899427895804
Lower-middle income,Kuznets_Asymptoting 2000,Lower-middle income Kuznets Kuznets_Asymptoting 2000,2020,3.726742523579407
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2000,NA
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2001,3.7456709168274482
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2002,3.7136743885642476
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2003,3.6801465126173216
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2004,3.6461324618299207
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2005,3.611554433047681
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2006,3.5763073498499276
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2007,3.540396544963831
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2008,3.503995854894404
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2009,3.467282094488322
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2010,3.430304147772434
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2011,3.3930616122789026
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2012,3.3555079614102645
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2013,3.317606567469644
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2014,3.2795894247827473
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2015,3.241954381697587
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2016,3.204107331825634
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2017,3.1649395471800013
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2018,3.1244214415493854
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2019,3.0835740620060115
Upper-middle income,Kuznets_Asymptoting 2000,Upper-middle income Kuznets Kuznets_Asymptoting 2000,2020,3.0429683268438534
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2010,NA
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2011,2.0871352780917896
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2012,2.0652487177006407
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2013,2.044246242963732
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2014,2.023879599468703
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2015,2.0041064000555053
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2016,1.9844952536888005
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2017,1.9648236287765908
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2018,1.9447763610051627
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2019,1.9250525028858156
High income,Kuznets_Asymptoting 2010,High income Kuznets Kuznets_Asymptoting 2010,2020,1.9056486268268724
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2010,NA
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2011,3.7295834019527465
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2012,3.7537139089542535
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2013,3.7827519970030115
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2014,3.8157823405277846
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2015,3.851822448005798
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2016,3.8914711437870175
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2017,3.93352451750022
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2018,3.9757085994386654
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2019,4.017625452534657
Low income,Kuznets_Asymptoting 2010,Low income Kuznets Kuznets_Asymptoting 2010,2020,4.0588940735592605
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2010,NA
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2011,4.293968291757166
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2012,4.271325546513038
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2013,4.247025826093931
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2014,4.221059812137606
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2015,4.193504698019068
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2016,4.164805315450737
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2017,4.1324532514508405
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2018,4.0971817391150855
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2019,4.060708067010577
Lower-middle income,Kuznets_Asymptoting 2010,Lower-middle income Kuznets Kuznets_Asymptoting 2010,2020,4.023122490519149
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2010,NA
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2011,3.5571100491171848
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2012,3.5095788276095163
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2013,3.461668901156978
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2014,3.414152015840788
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2015,3.3675381146763605
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2016,3.323890249345496
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2017,3.2829180138071568
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2018,3.2428913657728042
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2019,3.2040733973074165
Upper-middle income,Kuznets_Asymptoting 2010,Upper-middle income Kuznets Kuznets_Asymptoting 2010,2020,3.1655834264499916
High income,Observations,High income Observations,1960,NA
High income,Observations,High income Observations,1961,3.126537509162519
High income,Observations,High income Observations,1962,4.16470024798703
High income,Observations,High income Observations,1963,3.6923655846757164
High income,Observations,High income Observations,1964,4.948422832994037
High income,Observations,High income Observations,1965,4.087359413963787
High income,Observations,High income Observations,1966,4.514147892749065
High income,Observations,High income Observations,1967,2.7961604189160827
High income,Observations,High income Observations,1968,4.787601123137941
High income,Observations,High income Observations,1969,4.275501520059555
High income,Observations,High income Observations,1970,2.478564449416787
High income,Observations,High income Observations,1971,2.6148564001855057
High income,Observations,High income Observations,1972,4.235856468276777
High income,Observations,High income Observations,1973,5.007317567792313
High income,Observations,High income Observations,1974,0.28202161650532354
High income,Observations,High income Observations,1975,-0.4989867985433438
High income,Observations,High income Observations,1976,3.8498482456530425
High income,Observations,High income Observations,1977,2.9804006221113344
High income,Observations,High income Observations,1978,3.5581147606718044
High income,Observations,High income Observations,1979,3.0141380268564166
High income,Observations,High income Observations,1980,0.3607871908523741
High income,Observations,High income Observations,1981,0.8938833335949692
High income,Observations,High income Observations,1982,-0.7393024614071653
High income,Observations,High income Observations,1983,1.9999957950433966
High income,Observations,High income Observations,1984,3.9184563137419914
High income,Observations,High income Observations,1985,2.6032816482136845
High income,Observations,High income Observations,1986,2.443946972517086
High income,Observations,High income Observations,1987,2.888314491484767
High income,Observations,High income Observations,1988,3.7714240569602264
High income,Observations,High income Observations,1989,2.802455849512242
High income,Observations,High income Observations,1990,1.2218521295911167
High income,Observations,High income Observations,1991,0.5689439753021386
High income,Observations,High income Observations,1992,1.732613713726039
High income,Observations,High income Observations,1993,1.1319333679839616
High income,Observations,High income Observations,1994,2.8902740676193694
High income,Observations,High income Observations,1995,2.5618816254040944
High income,Observations,High income Observations,1996,2.7099042203033274
High income,Observations,High income Observations,1997,3.0940796307247442
High income,Observations,High income Observations,1998,2.413260106677395
High income,Observations,High income Observations,1999,3.1110673874222616
High income,Observations,High income Observations,2000,3.7492090139486844
High income,Observations,High income Observations,2001,1.2270554709032933
High income,Observations,High income Observations,2002,1.2962065464760641
High income,Observations,High income Observations,2003,1.9331627487642944
High income,Observations,High income Observations,2004,3.0395104559270525
High income,Observations,High income Observations,2005,2.487670360657024
High income,Observations,High income Observations,2006,2.716626068116046
High income,Observations,High income Observations,2007,2.2801266756186767
High income,Observations,High income Observations,2008,0.1596515027172174
High income,Observations,High income Observations,2009,-3.435468573952871
High income,Observations,High income Observations,2010,2.8396334298766757
High income,Observations,High income Observations,2011,2.0290460076479278
High income,Observations,High income Observations,2012,0.8526729779117392
High income,Observations,High income Observations,2013,0.8301676582282536
High income,Observations,High income Observations,2014,1.3730603162225297
High income,Observations,High income Observations,2015,1.5854653151381903
High income,Observations,High income Observations,2016,0.8373419284703587
High income,Observations,High income Observations,2017,1.8490068871193088
High income,Observations,High income Observations,2018,1.7789275333970789
High income,Observations,High income Observations,2019,1.2001546977453703
High income,Observations,High income Observations,2020,-3.1033493321284578
Low income,Observations,Low income Observations,1960,NA
Low income,Observations,Low income Observations,1961,-1.8916857147820254
Low income,Observations,Low income Observations,1962,4.327869154009965
Low income,Observations,Low income Observations,1963,0.4802972290314764
Low income,Observations,Low income Observations,1964,-0.05427949555480843
Low income,Observations,Low income Observations,1965,1.440234569741253
Low income,Observations,Low income Observations,1966,1.5034585675633003
Low income,Observations,Low income Observations,1967,0.7115688955580415
Low income,Observations,Low income Observations,1968,2.021079892375578
Low income,Observations,Low income Observations,1969,3.646069448380292
Low income,Observations,Low income Observations,1970,0.6255864200332861
Low income,Observations,Low income Observations,1971,2.02337037974111
Low income,Observations,Low income Observations,1972,-2.211242136907776
Low income,Observations,Low income Observations,1973,-0.961276443053119
Low income,Observations,Low income Observations,1974,-0.8977052361985802
Low income,Observations,Low income Observations,1975,-3.298275177615506
Low income,Observations,Low income Observations,1976,-0.1750910140388265
Low income,Observations,Low income Observations,1977,0.6120742611921206
Low income,Observations,Low income Observations,1978,-1.495264701152478
Low income,Observations,Low income Observations,1979,-1.162975336238619
Low income,Observations,Low income Observations,1980,-1.3824306573986562
Low income,Observations,Low income Observations,1981,-1.1215951754040756
Low income,Observations,Low income Observations,1982,-0.3675546455851903
Low income,Observations,Low income Observations,1983,-1.1742169695712534
Low income,Observations,Low income Observations,1984,-3.861104455891994
Low income,Observations,Low income Observations,1985,-3.296296240408256
Low income,Observations,Low income Observations,1986,1.4802354742458403
Low income,Observations,Low income Observations,1987,-0.03536536697688261
Low income,Observations,Low income Observations,1988,-0.165721339259374
Low income,Observations,Low income Observations,1989,-0.37395099341888116
Low income,Observations,Low income Observations,1990,-4.647927962955556
Low income,Observations,Low income Observations,1991,-4.6621837055614925
Low income,Observations,Low income Observations,1992,-6.658520415159053
Low income,Observations,Low income Observations,1993,-4.433682611030193
Low income,Observations,Low income Observations,1994,-2.8047159876125605
Low income,Observations,Low income Observations,1995,2.7096610647829977
Low income,Observations,Low income Observations,1996,2.3086061240326474
Low income,Observations,Low income Observations,1997,2.006824276256494
Low income,Observations,Low income Observations,1998,0.4338919425501825
Low income,Observations,Low income Observations,1999,-0.008471586474478876
Low income,Observations,Low income Observations,2000,-0.30234200616165163
Low income,Observations,Low income Observations,2001,3.07306186612431
Low income,Observations,Low income Observations,2002,3.6781630261351532
Low income,Observations,Low income Observations,2003,2.0013439377704016
Low income,Observations,Low income Observations,2004,2.336618268300224
Low income,Observations,Low income Observations,2005,4.884904341969023
Low income,Observations,Low income Observations,2006,4.536190384768866
Low income,Observations,Low income Observations,2007,6.190238329280037
Low income,Observations,Low income Observations,2008,4.547187821213905
